count	reward_sum	squared_reward_sum	length
304	-73.19423106682895	10006.602411165164	188
305	-66.33820189111958	10007.648811555506	195
306	-66.74052734736875	10007.350081897861	207
307	-63.81391444628559	10008.642652486704	200
308	-77.65494834234498	10006.506541185741	174
309	-71.57482289315547	10006.202023117545	195
310	-65.72404229210767	10007.877743133857	197
311	-57.70925363951975	10009.9843955132	230
312	-68.48304432338978	10007.099557630032	189
313	-38.369992844030214	10016.553458894972	347
314	-42.77705327037943	10013.837403647245	314
315	-55.20824697270258	10010.658656425536	246
316	-66.5690568368911	10007.380147369633	210
317	-66.4994797519677	10007.93132651519	187
318	-72.8761656220235	10006.7477153051	170
319	-49.17334135991501	10010.674828226163	315
320	-66.56583602694994	10007.88884533605	191
321	-68.09633789161731	10007.769486080277	183
322	-60.40682369172612	10008.719300815172	236
323	-68.46058678461453	10007.061321769335	188
324	-65.28747808876876	10008.293087985381	198
325	-67.3360006852144	10008.07983739534	186
326	-64.18805494173037	10008.520518589563	196
327	-64.54465158191005	10008.149793042563	223
328	-65.7276245555359	10007.652262660471	197
329	-78.36782950550146	10005.571920350514	274
330	-33.290946048526735	10014.646878884336	383
331	-68.24059408448842	10007.932027189323	181
332	-67.76950381261506	10007.749740187084	181
333	-66.52593672730659	10007.274007843575	206
334	-64.3123314375601	10008.289650252798	203
335	-64.5002933143277	10008.710768705796	199
336	-35.41036340670246	10018.185552424797	316
337	8.158394514787645	10025.014770713242	607
338	-70.91067085808155	10006.800285387015	191
339	-68.5262715308975	10007.652088648541	191
340	-66.13173505827939	10007.474603063716	206
341	-64.95173460405243	10008.489133868781	196
342	-29.446681505549037	10018.397977008057	349
343	8.264772333881652	10028.828706578499	501
344	-43.813945096736745	10012.741491279578	319
345	-54.95110937587975	10011.030601942808	250
346	-57.92033285445291	10010.06453259835	235
347	-61.96582483790594	10009.271471809887	205
348	-98.84384646129925	10006.677772574123	208
349	-53.46934729877076	10011.308911013124	241
350	-71.44591084828565	10006.481530678828	199
351	-61.99261494077826	10008.931559735049	222
352	-73.70576692907144	10006.138508403365	201
353	-30.916151065553777	10018.23672241296	353
354	-53.526927376202664	10011.909851998698	241
355	-73.59530236990295	10006.21927993654	179
356	-72.65937186537073	10007.645965969232	169
357	-32.860248106588045	10018.36588467219	345
358	-69.64517798493783	10007.569683131778	181
359	8.752849078883656	10027.73684590138	566
360	-59.79699019139031	10010.171548268132	220
361	-64.65289789249653	10008.277434617752	212
362	-83.26346483728403	10003.752705936327	111
363	-64.27282512497943	10008.739049197558	193
364	-64.22231624426118	10008.176095395711	212
365	-54.69668446698094	10010.737110784827	251
366	-63.344606092807666	10008.616517630095	207
367	-39.89352707072818	10015.224834391007	298
368	-65.0286187170028	10008.52836478705	186
369	-59.907176329968024	10010.272408153112	213
370	-38.456576562841214	10016.452777898005	279
371	-62.48077576583308	10008.965058640102	225
372	15.361476821985221	10029.291917728437	535
373	-51.134073116627036	10011.805291861767	252
374	12.73025703215579	10031.426791328691	500
375	-31.16811907889482	10018.608824202678	349
376	-31.64652093188235	10020.338642942887	312
377	-76.36220824970331	10006.312424091835	200
378	-37.01839869627127	10016.883684679116	285
379	-84.25131080663961	10004.107542863612	113
380	-29.33414544392801	10018.061556878905	361
381	-66.27600395427217	10007.726584837093	208
382	-46.35654309796186	10012.33935228341	304
383	13.475763521462454	10029.38916798821	527
384	12.090700669866237	10028.190320026088	538
385	-33.23511164627942	10018.955258402686	306
386	-65.65547712436307	10007.547608125242	219
387	-62.98443320244488	10009.317196124852	193
388	-78.34885369358236	10007.062650033518	190
389	13.044127712238932	10029.150926699129	533
390	-83.32648821408652	10003.837937947595	108
391	-59.984259824706	10009.730329070791	215
392	-30.879832665949422	10019.854393191341	309
393	-82.91736423087164	10004.035587031263	112
394	-3.61542219284469	10025.395286063485	448
395	15.826525982159595	10027.735635541598	561
396	-30.276836151345634	10017.50290545575	368
397	-82.66415515570377	10004.021747246532	110
398	9.952311992973875	10027.122688757936	529
399	22.676658732233918	10031.903782979714	558
400	12.570706043918833	10029.995927317148	511
401	-63.546053506121325	10009.96394530863	186
402	18.690400390534037	10028.78020041465	595
403	-74.57302843644938	10006.023040966702	214
404	16.029654394188555	10028.800054999045	562
405	-56.75177532131287	10010.974047325377	231
406	24.4761723738865	10033.446016275857	544
407	-66.44256725169649	10006.707022564926	230
408	-20.542094416180745	10020.091567085388	408
409	-67.13972006036266	10008.222974766808	175
410	-48.14741519522736	10012.739231938222	261
411	-69.39522549891109	10006.626859353557	202
412	27.211618043703197	10036.194402946458	597
413	-65.63402008114522	10008.48656538468	185
414	-44.183176504976615	10013.993544919591	275
415	-37.393918995546485	10017.4535112614	330
416	17.668349552217677	10030.36699409005	569
417	21.7124677138722	10029.430528961742	604
418	-59.8077036068646	10010.507552840205	218
419	-64.39407902888328	10008.368945829136	223
420	-68.69308855251117	10007.808000636416	183
421	-54.572432024168954	10010.615044319522	243
422	21.755626914513726	10035.027314167366	621
423	-28.995593476353207	10016.888422957152	378
424	16.04604158986713	10028.680367489578	572
425	12.827846869973229	10029.129653452062	526
426	-31.04180396021438	10019.015957058728	344
427	5.111201338557436	10027.89664383559	504
428	22.217870453894932	10033.323902565648	534
429	-18.949669836103368	10022.753632257753	359
430	-60.86452743658909	10009.437520804966	229
431	41.84388684463062	10033.972993804442	709
432	-76.76174452242188	10006.126898613069	179
433	-26.997909256016086	10019.100097554321	366
434	213.22729857064965	54.87264229002128	963
435	-72.42504759184077	10006.044247235222	252
436	51.30648049068364	10038.70663013953	742
437	-27.227615917234843	10018.100527802098	369
438	-17.132020484340487	10022.497596975994	371
439	21.499689982131088	10031.801800934174	543
440	-24.252240962840844	10020.28522325089	363
441	-28.244966453890612	10018.766302614107	363
442	-33.01859879701124	10017.583195291649	378
443	-63.283605508470465	10009.33264428737	198
444	-34.082557590019505	10018.878499876926	315
445	-36.284187727842294	10016.942679941498	289
446	-18.233026750148753	10020.113657717473	453
447	4.614086302134282	10028.281752544468	465
448	29.425085359212716	10036.088296564176	563
449	-53.13942694533497	10011.913761561596	228
450	13.787769146384818	10031.570302563996	480
451	-66.22715158212719	10008.836303925764	188
452	-23.577419034134437	10021.044240687464	360
453	-32.556950654341875	10018.820921565732	314
454	-61.02404404395503	10010.365657329787	201
455	-31.429409079930394	10020.019163466217	308
456	-67.21980305577645	10007.994859897672	187
457	29.854427325145622	10035.444406730185	575
458	217.83569719587945	58.916204690523244	923
459	-77.48930259599187	10007.266450368872	181
460	38.84631256990872	10035.30041626056	645
461	25.11251077369083	10032.45327047891	575
462	-30.295401423213733	10019.289290175468	339
463	23.619319658126003	10032.91011099613	556
464	219.7000166944003	59.333919994808	909
465	214.23081746215578	54.503899052676644	960
466	216.47118446738193	56.58803045987396	943
467	24.62858830556253	10032.60758789789	563
468	217.71472021952144	58.71892982890535	920
469	-23.619405479925945	10019.157307076943	367
470	57.00762052728214	10041.931153707124	690
471	48.20930200721102	10039.423343981538	688
472	66.29676320708649	10044.443274116193	740
473	12.603800037340719	10029.510938919875	501
474	23.38995674933483	10033.541643000348	527
475	-85.6392360783055	10004.080758507982	102
476	220.07426920031557	59.4943412448214	926
477	83.51315954265306	10050.914059407778	776
478	65.99646823150442	10044.330538300712	716
479	215.44171533210243	59.22731185231915	887
480	-85.78899160228686	10003.114287737406	103
481	-66.43529640915867	10008.266043662958	181
482	-24.539473525773133	10020.62253684277	341
483	-64.99953128284022	10008.07100195917	201
484	-70.18037965256923	10007.430074141861	187
485	107.1254975452722	10056.375010785558	912
486	-65.00301878694106	10008.761962465844	185
487	-61.41978840442075	10010.984995756035	204
488	-56.5226065758143	10011.00481189028	221
489	-23.325264424203723	10020.35085068977	353
490	218.86327431827925	60.22890148370867	894
491	215.5168916287033	54.4315325124025	976
492	63.139562728130215	10043.506128418212	724
